"inst_id","year","h","club","metric"
"I112713213",2007,2.64085538786242,"club1","n_publication"
"I112713213",2008,2.34222866724191,"club1","n_publication"
"I112713213",2009,2.2708691095543,"club1","n_publication"
"I112713213",2010,2.18103237540578,"club1","n_publication"
"I112713213",2011,2.1014601361028,"club1","n_publication"
"I112713213",2012,2.07067629532726,"club1","n_publication"
"I112713213",2013,1.93400348620841,"club1","n_publication"
"I112713213",2014,1.82017405999109,"club1","n_publication"
"I112713213",2015,1.75723812180871,"club1","n_publication"
"I112713213",2016,1.63649954182285,"club1","n_publication"
"I112713213",2017,1.59247230066474,"club1","n_publication"
"I112713213",2018,1.60111218124535,"club1","n_publication"
"I112713213",2019,1.56945908767509,"club1","n_publication"
"I112713213",2020,1.55472592437878,"club1","n_publication"
"I112713213",2021,1.46969240509651,"club1","n_publication"
"I112713213",2022,1.47265356747965,"club1","n_publication"
"I112713213",2023,1.44647988555231,"club1","n_publication"
"I112713213",2024,1.42197980829658,"club1","n_publication"
"I112713213",2025,1.30473812151718,"club1","n_publication"
"I113643904",2006,2.74506754010007,"club1","n_publication"
"I113643904",2007,2.81885740318473,"club1","n_publication"
"I113643904",2008,2.62959734381748,"club1","n_publication"
"I113643904",2009,2.58615936173386,"club1","n_publication"
"I113643904",2010,2.56359933579613,"club1","n_publication"
"I113643904",2011,2.47930578844858,"club1","n_publication"
"I113643904",2012,2.38620370098745,"club1","n_publication"
"I113643904",2013,2.27888675709195,"club1","n_publication"
"I113643904",2014,2.2098131503685,"club1","n_publication"
"I113643904",2015,2.2602996525526,"club1","n_publication"
"I113643904",2016,2.17624473801729,"club1","n_publication"
"I113643904",2017,2.1477473949826,"club1","n_publication"
"I113643904",2018,2.10031213026592,"club1","n_publication"
"I113643904",2019,2.0578117810775,"club1","n_publication"
"I113643904",2020,2.00075954893749,"club1","n_publication"
"I113643904",2021,1.94640600930137,"club1","n_publication"
"I113643904",2022,1.94511871029906,"club1","n_publication"
"I113643904",2023,1.89118097461061,"club1","n_publication"
"I113643904",2024,1.86543560747482,"club1","n_publication"
