name,wikidata_qid,founded_year,status,age_group
École Supérieure de Management Appliqué,Q30294342,NA,done,NA
École Supérieure de Psychologie,Q30294374,NA,done,NA
École Supérieure de la Magistrature,Q29513720,1989,done,1960_1989
École Supérieure de la Sécurité Sociale,Q135975682,2012,done,post_2010
École Supérieure des Industries du Textile et de l'Habillement,Q21029695,1996,done,1990_2009
École Supérieure des Ingénieurs de l'Équipement Rural,Q30261803,1964,done,1960_1989
"École Supérieure des Multimédia, Informatique & Réseaux",NA,NA,done,NA
École Supérieure des Sciences de l'Ingénierie Commerciale,Q30294348,1990,done,1990_2009
École Supérieure des Télécommunications,Q30294402,NA,done,NA
École Supérieure des Études Administratives et Commerciales,Q30294273,2003,done,1990_2009
École Supérieure en Informatique de Sidi Bel Abbes,Q20971033,NA,done,NA
École Supérieure en Sciences Appliquées de Tlemcen,Q47517336,NA,done,NA
École d'Architecture de Casablanca,Q30294362,2004,done,1990_2009
"École d'Informatique, d'Électronique et d'Expertise Comptable",Q273531,1972,done,1960_1989
École de Formation aux Carrières de Santé,Q100955856,2003,done,1990_2009
École de Gouvernance et d'Économie de Rabat,Q3577863,2008,done,1990_2009
École des Cadres,Q3577929,1950,done,pre_1960
École des Hautes Études Commerciales,Q273535,1881,done,pre_1960
École des Hautes Études Commerciales Techniques et Informatiques,Q30294177,2000,done,1990_2009
École des Hautes Études de Biotechnologie et de Santé,Q30294328,NA,done,NA
École des Hautes Études en Ingénierie des Systèmes d'Information,Q30294329,NA,done,NA
École des Hautes Études Économiques et Commerciales,Q30294333,NA,done,NA
École des Sciences de I'information,NA,NA,done,NA
École supérieure polytechnique d'Antananarivo,Q125685019,NA,done,NA
Établissement Dar El Hadith El Hassania,NA,NA,done,NA
